uid,lat_origin,lng_origin,cluster_origin,cluster_origin_lat,cluster_origin_lng,datetime,month,day,day_of_week,hour_in_day,minute_in_hour,timedelta,dest_lat,dest_lng,cluster_dest,cluster_dest_lat,cluster_dest_lng
004,39.99929275,116.32698325000001,0,39.9996055,116.32686100000001,2008-12-31 13:15:47+08:00,12,31,2,13,15,283.4,40.0000155,116.3272885,0,39.9996055,116.32686100000001
004,40.0000155,116.3272885,0,39.9996055,116.32686100000001,2009-01-01 15:49:06+08:00,1,1,3,15,49,113.08333333333333,40.003249,116.32606025,0,39.9996055,116.32686100000001
004,40.003249,116.32606025,0,39.9996055,116.32686100000001,2009-01-04 15:50:58+08:00,1,4,6,15,50,95.65,40.009616,116.322649,6,40.009533250000004,116.32199324999999
004,40.009616,116.322649,6,40.009533250000004,116.32199324999999,2009-01-04 17:34:07+08:00,1,4,6,17,34,97.9,39.999872499999995,116.32708650000001,0,39.9996055,116.32686100000001
004,39.999872499999995,116.32708650000001,0,39.9996055,116.32686100000001,2009-01-05 09:54:08+08:00,1,5,0,9,54,127.88333333333334,40.000279,116.327556,0,39.9996055,116.32686100000001
004,40.000279,116.327556,0,39.9996055,116.32686100000001,2009-01-05 12:39:00+08:00,1,5,0,12,39,103.55,40.0002975,116.32683750000001,0,39.9996055,116.32686100000001
004,40.0002975,116.32683750000001,0,39.9996055,116.32686100000001,2009-01-05 15:20:58+08:00,1,5,0,15,20,152.21666666666667,39.999081000000004,116.325714,0,39.9996055,116.32686100000001
004,39.999081000000004,116.325714,0,39.9996055,116.32686100000001,2009-01-06 14:56:34+08:00,1,6,1,14,56,238.38333333333333,40.0093425,116.320472,6,40.009533250000004,116.32199324999999
004,40.0093425,116.320472,6,40.009533250000004,116.32199324999999,2009-01-06 19:00:27+08:00,1,6,1,19,0,89.4,40.002568,116.326216,0,39.9996055,116.32686100000001
004,40.002568,116.326216,0,39.9996055,116.32686100000001,2009-01-06 20:48:05+08:00,1,6,1,20,48,77.95,39.999805,116.327177,0,39.9996055,116.32686100000001
004,39.999805,116.327177,0,39.9996055,116.32686100000001,2009-01-07 10:01:59+08:00,1,7,2,10,1,127.06666666666666,39.999908,116.3274,0,39.9996055,116.32686100000001
004,39.999908,116.3274,0,39.9996055,116.32686100000001,2009-01-07 13:39:37+08:00,1,7,2,13,39,259.3833333333333,40.010242500000004,116.322007,6,40.009533250000004,116.32199324999999
004,40.010242500000004,116.322007,6,40.009533250000004,116.32199324999999,2009-01-08 02:41:49+08:00,1,8,3,2,41,344.53333333333336,39.999895,116.327371,0,39.9996055,116.32686100000001
004,39.999895,116.327371,0,39.9996055,116.32686100000001,2009-01-08 08:32:26+08:00,1,8,3,8,32,178.23333333333332,39.999088,116.32686325,0,39.9996055,116.32686100000001
004,39.999088,116.32686325,0,39.9996055,116.32686100000001,2009-01-09 16:33:17+08:00,1,9,4,16,33,64.7,39.999855,116.326917,0,39.9996055,116.32686100000001
004,39.999855,116.326917,0,39.9996055,116.32686100000001,2009-01-09 22:51:09+08:00,1,9,4,22,51,281.03333333333336,39.991652,116.331407,0,39.9996055,116.32686100000001
004,39.991652,116.331407,0,39.9996055,116.32686100000001,2009-01-10 16:56:46+08:00,1,10,5,16,56,61.43333333333333,39.999919500000004,116.3272975,0,39.9996055,116.32686100000001
004,39.999919500000004,116.3272975,0,39.9996055,116.32686100000001,2009-01-11 16:15:11+08:00,1,11,6,16,15,147.25,39.999888999999996,116.327042,0,39.9996055,116.32686100000001
004,39.999888999999996,116.327042,0,39.9996055,116.32686100000001,2009-01-12 10:35:42+08:00,1,12,0,10,35,202.53333333333333,39.999908000000005,116.3272805,0,39.9996055,116.32686100000001
004,39.999908000000005,116.3272805,0,39.9996055,116.32686100000001,2009-01-12 14:37:34+08:00,1,12,0,14,37,244.91666666666666,40.0102885,116.32218424999999,6,40.009533250000004,116.32199324999999
004,40.0102885,116.32218424999999,6,40.009533250000004,116.32199324999999,2009-01-13 04:06:21+08:00,1,13,1,4,6,308.8666666666667,39.999504,116.3275055,0,39.9996055,116.32686100000001
004,39.999504,116.3275055,0,39.9996055,116.32686100000001,2009-01-13 10:49:35+08:00,1,13,1,10,49,69.58333333333333,40.00005925000001,116.3272005,0,39.9996055,116.32686100000001
004,40.00005925000001,116.3272005,0,39.9996055,116.32686100000001,2009-01-13 15:40:06+08:00,1,13,1,15,40,131.31666666666666,40.000523,116.32697350000001,0,39.9996055,116.32686100000001
004,40.000523,116.32697350000001,0,39.9996055,116.32686100000001,2009-01-14 00:52:02+08:00,1,14,2,0,52,168.1,39.999809,116.327,0,39.9996055,116.32686100000001
004,39.999809,116.327,0,39.9996055,116.32686100000001,2009-01-14 16:26:47+08:00,1,14,2,16,26,70.2,39.999905999999996,116.3252865,0,39.9996055,116.32686100000001
004,39.999905999999996,116.3252865,0,39.9996055,116.32686100000001,2009-01-15 14:06:04+08:00,1,15,3,14,6,251.16666666666666,39.99983575,116.32650375,0,39.9996055,116.32686100000001
004,39.99983575,116.32650375,0,39.9996055,116.32686100000001,2009-01-15 19:00:41+08:00,1,15,3,19,0,225.86666666666667,39.999855499999995,116.327017,0,39.9996055,116.32686100000001
004,39.999855499999995,116.327017,0,39.9996055,116.32686100000001,2009-01-16 06:14:00+08:00,1,16,4,6,14,137.4,39.999856,116.327192,0,39.9996055,116.32686100000001
004,39.999856,116.327192,0,39.9996055,116.32686100000001,2009-01-16 08:50:04+08:00,1,16,4,8,50,85.61666666666666,39.999905999999996,116.3270755,0,39.9996055,116.32686100000001
004,39.999905999999996,116.3270755,0,39.9996055,116.32686100000001,2009-01-16 10:33:44+08:00,1,16,4,10,33,78.33333333333333,40.006221999999994,116.3256425,0,39.9996055,116.32686100000001
004,40.006221999999994,116.3256425,0,39.9996055,116.32686100000001,2009-01-16 11:55:04+08:00,1,16,4,11,55,90.23333333333333,40.009468999999996,116.322104,6,40.009533250000004,116.32199324999999
004,40.009468999999996,116.322104,6,40.009533250000004,116.32199324999999,2009-01-16 13:26:23+08:00,1,16,4,13,26,150.65,39.999778,116.327377,0,39.9996055,116.32686100000001
004,39.999778,116.327377,0,39.9996055,116.32686100000001,2009-01-16 16:09:10+08:00,1,16,4,16,9,89.5,40.0112635,116.32360349999999,6,40.009533250000004,116.32199324999999
004,40.0112635,116.32360349999999,6,40.009533250000004,116.32199324999999,2009-01-19 21:30:48+08:00,1,19,0,21,30,100.16666666666667,40.00057150000001,116.3268545,0,39.9996055,116.32686100000001
004,40.00023,116.327391,0,39.9996055,116.32686100000001,2009-02-13 12:06:28+08:00,2,13,4,12,6,75.75,39.9912395,116.328268,0,39.9996055,116.32686100000001
004,39.9912395,116.328268,0,39.9996055,116.32686100000001,2009-02-14 12:54:43+08:00,2,14,5,12,54,148.48333333333332,39.999731,116.32673349999999,0,39.9996055,116.32686100000001
004,39.999731,116.32673349999999,0,39.9996055,116.32686100000001,2009-02-14 15:32:42+08:00,2,14,5,15,32,79.25,39.991716,116.333152,0,39.9996055,116.32686100000001
004,39.991716,116.333152,0,39.9996055,116.32686100000001,2009-02-14 18:28:36+08:00,2,14,5,18,28,102.8,39.989976,116.329905,0,39.9996055,116.32686100000001
004,39.989976,116.329905,0,39.9996055,116.32686100000001,2009-02-14 20:11:24+08:00,2,14,5,20,11,96.5,39.998076499999996,116.32688200000001,0,39.9996055,116.32686100000001
004,39.998076499999996,116.32688200000001,0,39.9996055,116.32686100000001,2009-02-14 21:56:54+08:00,2,14,5,21,56,179.56666666666666,39.989546000000004,116.329684,0,39.9996055,116.32686100000001
004,39.989546000000004,116.329684,0,39.9996055,116.32686100000001,2009-02-15 16:27:55+08:00,2,15,6,16,27,103.81666666666666,39.992318,116.32762325,0,39.9996055,116.32686100000001
004,39.992318,116.32762325,0,39.9996055,116.32686100000001,2009-02-16 18:40:03+08:00,2,16,0,18,40,129.88333333333333,39.9996615,116.3272625,0,39.9996055,116.32686100000001
004,39.9996615,116.3272625,0,39.9996055,116.32686100000001,2009-02-17 21:27:21+08:00,2,17,1,21,27,90.41666666666667,40.000289,116.325485,0,39.9996055,116.32686100000001
004,39.999806,116.327282,0,39.9996055,116.32686100000001,2009-02-19 13:40:37+08:00,2,19,3,13,40,223.73333333333332,40.009716499999996,116.322739,6,40.009533250000004,116.32199324999999
004,40.009716499999996,116.322739,6,40.009533250000004,116.32199324999999,2009-02-19 17:43:36+08:00,2,19,3,17,43,71.7,40.000466,116.32851,0,39.9996055,116.32686100000001
004,40.000466,116.32851,0,39.9996055,116.32686100000001,2009-02-20 10:31:40+08:00,2,20,4,10,31,88.13333333333334,40.00003925,116.32676025,0,39.9996055,116.32686100000001
004,40.00003925,116.32676025,0,39.9996055,116.32686100000001,2009-02-20 13:05:07+08:00,2,20,4,13,5,249.9,40.009089,116.32258350000001,6,40.009533250000004,116.32199324999999
004,40.009089,116.32258350000001,6,40.009533250000004,116.32199324999999,2009-02-21 08:00:20+08:00,2,21,5,8,0,97.03333333333333,39.999982,116.32557775000001,0,39.9996055,116.32686100000001
004,39.999982,116.32557775000001,0,39.9996055,116.32686100000001,2009-02-21 09:40:12+08:00,2,21,5,9,40,89.76666666666667,39.763149,116.296274,16,39.7627155,116.298148
004,39.763149,116.296274,16,39.7627155,116.298148,2009-02-21 12:41:00+08:00,2,21,5,12,41,264.76666666666665,39.994069499999995,116.32741375,0,39.9996055,116.32686100000001
004,39.994069499999995,116.32741375,0,39.9996055,116.32686100000001,2009-02-21 18:18:46+08:00,2,21,5,18,18,95.2,39.9994175,116.32703275,0,39.9996055,116.32686100000001
004,39.9994175,116.32703275,0,39.9996055,116.32686100000001,2009-02-21 20:27:13+08:00,2,21,5,20,27,354.25,39.9998675,116.325678,0,39.9996055,116.32686100000001
004,39.9998675,116.325678,0,39.9996055,116.32686100000001,2009-02-22 13:28:59+08:00,2,22,6,13,28,240.98333333333332,40.001523,116.32158,0,39.9996055,116.32686100000001
004,40.001523,116.32158,0,39.9996055,116.32686100000001,2009-02-23 14:13:10+08:00,2,23,0,14,13,183.91666666666666,39.991426000000004,116.329222,0,39.9996055,116.32686100000001
004,39.991426000000004,116.329222,0,39.9996055,116.32686100000001,2009-02-25 19:57:16+08:00,2,25,2,19,57,71.56666666666666,39.999925,116.32578749999999,0,39.9996055,116.32686100000001
004,39.999925,116.32578749999999,0,39.9996055,116.32686100000001,2009-02-26 09:12:26+08:00,2,26,3,9,12,124.78333333333333,39.762705,116.297177,16,39.7627155,116.298148
004,39.762705,116.297177,16,39.7627155,116.298148,2009-02-26 12:44:05+08:00,2,26,3,12,44,165.61666666666667,39.999938,116.327343,0,39.9996055,116.32686100000001
004,39.999938,116.327343,0,39.9996055,116.32686100000001,2009-02-26 18:09:52+08:00,2,26,3,18,9,83.45,39.991575,116.32796,0,39.9996055,116.32686100000001
004,39.991575,116.32796,0,39.9996055,116.32686100000001,2009-02-26 19:38:39+08:00,2,26,3,19,38,106.48333333333333,39.999292,116.326954,0,39.9996055,116.32686100000001
004,39.999292,116.326954,0,39.9996055,116.32686100000001,2009-02-26 21:46:23+08:00,2,26,3,21,46,324.9166666666667,39.999951,116.326668,0,39.9996055,116.32686100000001
004,39.999951,116.326668,0,39.9996055,116.32686100000001,2009-02-27 09:53:23+08:00,2,27,4,9,53,110.13333333333334,40.00589825,116.32546925,0,39.9996055,116.32686100000001
004,40.00589825,116.32546925,0,39.9996055,116.32686100000001,2009-02-27 11:56:35+08:00,2,27,4,11,56,86.13333333333334,39.999812,116.327021,0,39.9996055,116.32686100000001
004,39.999812,116.327021,0,39.9996055,116.32686100000001,2009-02-27 13:25:23+08:00,2,27,4,13,25,87.88333333333334,39.999784000000005,116.32728499999999,0,39.9996055,116.32686100000001
004,39.999784000000005,116.32728499999999,0,39.9996055,116.32686100000001,2009-02-27 18:08:17+08:00,2,27,4,18,8,117.03333333333333,39.99326275,116.32701850000001,0,39.9996055,116.32686100000001
004,39.99326275,116.32701850000001,0,39.9996055,116.32686100000001,2009-02-27 20:38:29+08:00,2,27,4,20,38,142.28333333333333,40.0093625,116.31589650000001,17,40.009508749999995,116.315967
004,40.0093625,116.31589650000001,17,40.009508749999995,116.315967,2009-02-27 23:30:43+08:00,2,27,4,23,30,72.95,39.999859,116.32732,0,39.9996055,116.32686100000001
004,39.999859,116.32732,0,39.9996055,116.32686100000001,2009-02-28 14:51:26+08:00,2,28,5,14,51,69.6,40.0093905,116.320531,6,40.009533250000004,116.32199324999999
004,40.0093905,116.320531,6,40.009533250000004,116.32199324999999,2009-02-28 18:19:34+08:00,2,28,5,18,19,66.06666666666666,39.9999415,116.326686,0,39.9996055,116.32686100000001
004,39.9999415,116.326686,0,39.9996055,116.32686100000001,2009-03-01 16:04:01+08:00,3,1,6,16,4,119.5,39.999814,116.32709249999999,0,39.9996055,116.32686100000001
004,39.999814,116.32709249999999,0,39.9996055,116.32686100000001,2009-03-01 18:51:49+08:00,3,1,6,18,51,146.45,39.9998325,116.3266255,0,39.9996055,116.32686100000001
004,39.9998325,116.3266255,0,39.9996055,116.32686100000001,2009-03-02 14:41:17+08:00,3,2,0,14,41,176.91666666666666,39.999776499999996,116.326229,0,39.9996055,116.32686100000001
